marathi_word,sentiment_label,pos_score,neg_score,obj_score,english_translation,synset_id,pos
बुडबुडा,neutral,0.0,0.041666666666666664,0.9583333333333334,bubble,28,noun
फुगा,neutral,0.0,0.041666666666666664,0.9583333333333334,bubble,28,noun
बालगुन्हेगारी,-,0.0,0.375,0.625,childish,59,noun
रक्त,neutral,0.0625,0.0625,0.875,blood,176,noun
ब्राह्मी_लिपी,neutral,0.0,0.0,0.0,brahmi_lipi,53,noun
ब्राह्मी,neutral,0.0,0.0,1.0,brahmi,53,noun
खरोष्ठी,+,0.125,0.0625,0.8125,altogether,61,noun
खरोष्ठी_लिपी,neutral,0.0,0.0,0.0,khrost_lipi,61,noun
देवनागरी,neutral,0.0,0.0,1.0,devanagari,195,noun
नागरी,neutral,0.0,0.0,1.0,civic,195,noun
बाळबोधी,neutral,0.0,0.0,0.0,barbor,195,noun
बाळबोध,neutral,0.0,0.0,1.0,childbirth,195,noun
परोपकार,neutral,0.0,0.0,1.0,philanthropist,58,noun
परमार्थ,-,0.0,0.08333333333333333,0.9166666666666666,permitted,58,noun
ईमानदार,+,0.44642857142857145,0.19642857142857142,0.35714285714285715,honest,20,noun
अविश्वासू,+,0.1875,0.0,0.8125,unnecessarily,20,noun
र्‍हस्व_स्वर,neutral,0.0,0.0,1.0,breath,47,noun
दीर्घ_स्वर,neutral,0.0,0.0,0.0,long_ser,53,noun
विषदंत,neutral,0.0390625,0.0078125,0.953125,pointed,30,noun
विषारी_सुळे,-,0.0,0.25,0.75,toxic,30,noun
विषाचे_दात,-,0.125,0.6666666666666666,0.20833333333333334,poisonous,30,noun
दुधाचे_दात,neutral,0.017857142857142856,0.0,0.9821428571428571,milk,30,noun
शिस्तपालन,-,0.0,0.05357142857142857,0.9464285714285714,execution,155,noun
अनुशासन,neutral,0.0,0.0,1.0,discrimination,155,noun
नियमपालन,neutral,0.025,0.05,0.925,determination,155,noun
दाढ,neutral,0.0,0.0,1.0,beard,30,noun
बीजगणित,-,0.0,0.125,0.875,algebra,71,noun
अल्जिब्रा,neutral,0.0,0.0,0.0,algibra,71,noun
बेरीज,neutral,0.03125,0.0,0.96875,sum,80,noun
वजाबाकी,neutral,0.0,0.0,1.0,deduction,80,noun
गुणाकार,neutral,0.0,0.0,1.0,multiplication,62,noun
भागाकार,neutral,0.020833333333333332,0.010416666666666666,0.96875,division,80,noun
मुख्य_रंग,neutral,0.0,0.0,0.0,main_,26,noun
प्राथमिक_रंग,neutral,0.0,0.0,0.0,primary_rang,26,noun
दुय्यम_रंग,-,0.04757142857142858,0.39885714285714285,0.5535714285714286,secondary,31,noun
जीवद्रव्य,neutral,0.0,0.0,1.0,pulmonary,150,noun
प्लाझ्मा,-,0.0,0.08333333333333333,0.9166666666666666,plasma,150,noun
रक्तपेशी,neutral,0.0625,0.0625,0.875,blood cell,30,noun
लाल_रक्तपेशी,neutral,0.0,0.0,0.0,red_,30,noun
तांबडी_रक्तपेशी,neutral,0.0,0.0,0.0,oligo,30,noun
पांढरी_रक्तपेशी,neutral,0.0,0.0,0.0,oligo,150,noun
उपकर्ता,-,0.0,0.08333333333333333,0.9166666666666666,sub -commissioner,101,adjective
उपकारकर्ता,+,0.375,0.125,0.5,graceful,101,adjective
लोकहित,neutral,0.0,0.0,1.0,publicly,58,noun
लोककल्याण,+,0.2916666666666667,0.0,0.7083333333333334,welfare,58,noun
समाजहित,neutral,0.017857142857142856,0.03571428571428571,0.9464285714285714,social,58,noun
जनकल्याण,+,0.2916666666666667,0.0,0.7083333333333334,welfare,58,noun
अपकारी,neutral,0.0,0.0,1.0,iconic,101,adjective
अपकारक,neutral,0.0,0.0,1.0,unprecedented,101,adjective
परोपकारी,+,0.4375,0.0625,0.5,philanthropic,101,adjective
परउपकारी,neutral,0.0,0.0,1.0,transitory,101,adjective
अनुशासनीय,+,0.125,0.0625,0.8125,disciplined,92,adjective
लोकोपकारी,neutral,0.0,0.0,1.0,publicity,101,adjective
अनैच्छिक,-,0.0,0.375,0.625,involuntary,165,adjective
पिंजरा,neutral,0.0,0.0,1.0,cage,27,noun
पांजरा,neutral,0.0,0.0,0.0,pajara,27,noun
उंदाराचा_सापळा,neutral,0.0,0.045454545454545456,0.9545454545454546,rat,27,noun
उंदरी,neutral,0.0,0.045454545454545456,0.9545454545454546,rat,11,noun
उंदीर,neutral,0.0,0.045454545454545456,0.9545454545454546,rat,11,noun
मूषक,neutral,0.0,0.0,1.0,gut,11,noun
कृंतकप्राणी,neutral,0.0,0.0,1.0,coagulated,11,noun
सस्तन_प्राणी,neutral,0.0,0.0,1.0,mammals,11,noun
सस्तन_जीव,neutral,0.0,0.0,1.0,mammals,11,noun
पृष्ठवंशी_प्राणी,neutral,0.0,0.0,1.0,pages,10,noun
पक्का_रंग,-,0.0,0.4166666666666667,0.5833333333333334,permanent,26,noun
लाकडी_पिंजरा,neutral,0.0,0.0,0.0,wooden_pinjara,27,noun
धातूचा_पिंजरा,neutral,0.0,0.0,1.0,metal,27,noun
कांब,+,0.0625,0.0,0.9375,blanket,27,noun
कांबिट,+,0.0625,0.0,0.9375,blanket,27,noun
कांबटी,+,0.0625,0.0,0.9375,blanket,27,noun
कांबीट,+,0.0625,0.0,0.9375,blanket,27,noun
कामटी,neutral,0.0,0.0,0.0,kamati,27,noun
कामठी,neutral,0.041666666666666664,0.0,0.9583333333333334,lady,27,noun
लोखंडी_पिंजरा,neutral,0.08333333333333333,0.08333333333333333,0.8333333333333334,iron,27,noun
सळी,neutral,0.0,0.0,1.0,rod,27,noun
सळई,neutral,0.0,0.0,1.0,rod,27,noun
गज,neutral,0.0,0.020833333333333332,0.9791666666666666,cord,27,noun
लेखणी,neutral,0.0,0.0,1.0,artwork,27,noun
कागद,neutral,0.0,0.0,1.0,paper,27,noun
लेखन_साहित्य,neutral,0.0,0.0,0.0,writing_,26,noun
लेखन_सामग्री,neutral,0.0,0.0,0.0,writing_,26,noun
चित्रांकित,neutral,0.0,0.0,0.0,portline,101,adjective
कार्यकारी,+,0.0625,0.0,0.9375,executive,92,adjective
अत्यावश्यक,+,0.16666666666666666,0.041666666666666664,0.7916666666666666,essential,101,adjective
मीन,neutral,0.1875,0.1796875,0.6328125,mean,150,noun
मीन_रास,neutral,0.0,0.0,0.0,pin_ras,150,noun
कुंभ_रास,neutral,0.0,0.0,1.0,aquarius,150,noun
कुंभ,neutral,0.0,0.0,1.0,aquarius,150,noun
मकर_रास,neutral,0.0,0.0,0.0,capricorn_rars,150,noun
मकर,neutral,0.0,0.0,1.0,capricorn,150,noun
धनू_रास,neutral,0.0,0.0,0.0,dhanu_rass,150,noun
धनू,-,0.0,0.25,0.75,wealthy,150,noun
वृश्चिक_रास,neutral,0.0,0.0,0.0,scorpio_rass,150,noun
वृश्चिक,neutral,0.0,0.0,1.0,scorpio,150,noun
तूळ_रास,neutral,0.0,0.0,0.0,tul_ raras,150,noun
तूळ,-,0.0,0.3333333333333333,0.6666666666666666,dilapidated,150,noun
कन्या_रास,neutral,0.0,0.0,0.0,virgo_rass,150,noun
कन्या,neutral,0.0,0.0,1.0,daughter,150,noun
सिंह_रास,neutral,0.0,0.0,0.0,lion_raas,150,noun
सिंह,neutral,0.0,0.0,1.0,lion,150,noun
कर्क_रास,neutral,0.0,0.0,0.0,cancer_rass,150,noun
कर्क,neutral,0.0,0.025,0.975,cancer,150,noun
मिथुन_रास,neutral,0.0,0.0,0.0,mythun_rras,150,noun
मिथुन,neutral,0.0,0.0,1.0,gemini,150,noun
वृषभ_रास,neutral,0.0,0.0,0.0,taurus_rus,150,noun
वृषभ,neutral,0.0,0.0,1.0,taurus,150,noun
मेष,neutral,0.0,0.0,1.0,arms,150,noun
मेष_रास,neutral,0.0,0.0,0.0,mesh_rras,150,noun
प्रमाणित,+,0.15625,0.046875,0.796875,certified,101,adjective
सही_न_केलेला,+,0.125,0.0,0.875,credited,101,adjective
आंबट,-,0.022727272727272728,0.23863636363636365,0.7386363636363636,sour,111,adjective
ऊती,neutral,0.0,0.0,1.0,tissue,30,noun
ऊतक,neutral,0.0,0.0,1.0,tissue,30,noun
हत्तीशाळा,neutral,0.0,0.0,1.0,elephant,27,noun
हत्तीखाना,neutral,0.0,0.0,1.0,elephant,27,noun
पीलखाना,neutral,0.0,0.0,0.0,peelkhana,27,noun
टोक,neutral,0.0,0.0,1.0,penis,150,noun
अग्र,neutral,0.0,0.0,1.0,fore,150,noun
बासरी,neutral,0.03125,0.0,0.96875,flute,27,noun
बांसरी,neutral,0.0,0.0,0.0,bascal,27,noun
बांसुरी,neutral,0.0,0.0,0.0,bancuri,27,noun
मुरली,neutral,0.0,0.0,0.0,murli,27,noun
वेणू,neutral,0.041666666666666664,0.041666666666666664,0.9166666666666666,velvet,27,noun
पावा,+,0.125,0.0,0.875,pavilion,27,noun
पांवा,neutral,0.0,0.041666666666666664,0.9583333333333334,fish,27,noun
पोवा,neutral,0.0,0.0,0.0,pava,27,noun
अलगूज,neutral,0.0,0.0,0.0,aplogus,27,noun
गळदांडी,-,0.05,0.15,0.8,scuffle,27,noun
गळ,neutral,0.015625,0.0,0.984375,tick,27,noun
जवळ,+,0.18055555555555555,0.09722222222222222,0.7222222222222222,near,117,adverb
समीप,neutral,0.0,0.0,1.0,adjacent,117,adverb
निकट,+,0.10135135135135136,0.04391891891891892,0.8547297297297297,close,117,adverb
इतरत्र,neutral,0.0,0.0,1.0,elsewhere,177,adverb
अन्यत्र,neutral,0.0,0.0,1.0,elsewhere,177,adverb
दुसरीकडे,neutral,0.025,0.0,0.975,on the other hand,177,adverb
उत्थान,neutral,0.0,0.0,0.0,upliftment,52,noun
अभ्युदय,neutral,0.0,0.0,0.0,abhiman,52,noun
प्रगती,+,0.10416666666666667,0.0,0.8958333333333334,progress,52,noun
पूर्णविराम,+,0.09375,0.0,0.90625,pause,53,noun
अर्धविराम,neutral,0.0,0.0,1.0,semiconductor,53,noun
स्वल्पविराम,neutral,0.0,0.0,1.0,comma,53,noun
उद्गारचिन्ह,-,0.0,0.16666666666666666,0.8333333333333334,exclamation,53,noun
संयोगचिन्ह,neutral,0.0,0.0,1.0,coagulation,53,noun
अवतरणचिन्ह,neutral,0.0,0.0,1.0,quotation,53,noun
कंस,+,0.07142857142857142,0.017857142857142856,0.9107142857142857,bracket,25,noun
चौकटी_कंस,neutral,0.0,0.0,1.0,framework,53,noun
चौकोनी_कंस,neutral,0.0,0.0,0.0,square_kans,53,noun
भिंगरी,-,0.0,0.375,0.625,scapegoat,30,noun
पतन,-,0.09090909090909091,0.14772727272727273,0.7613636363636364,collapse,52,noun
अधोगती,neutral,0.025,0.05,0.925,determination,52,noun
अवपतन,+,0.09375,0.0,0.90625,disposal,52,noun
अपकर्ष,+,0.25,0.0,0.75,reproductive,52,noun
वेगमापी,neutral,0.0,0.0,0.0,speedyamapi,27,noun
गतिदर्शक_यंत्र,neutral,0.0,0.0,0.0,motion_,27,noun
तत्त्व,+,0.125,0.0,0.875,principle,2,noun
मूलतत्त्व,+,0.0625,0.0,0.9375,essence,2,noun
महिरपी_कंप,neutral,0.0,0.0,0.0,cassero_cut,53,noun
मध्यम_कंस,neutral,0.0,0.0,0.0,medium_kans,53,noun
गोल_कंस,neutral,0.0,0.0,0.0,round_cons,53,noun
प्राणी_उती,neutral,0.0,0.0,0.0,animal_,30,noun
वनस्पती_उती,neutral,0.0,0.0,0.0,plant_,0,noun
सुषिरवाद्य,neutral,0.0,0.0,0.0,henian,27,noun
छोटी_बासरी,neutral,0.0,0.0,1.0,sculpture,27,noun
छोटी_बांसरी,-,0.3333333333333333,0.4166666666666667,0.25,tricky,27,noun
छोटी_बांसुरी,neutral,0.0,0.0,1.0,scalp,27,noun
वाद्य,+,0.0625,0.0,0.9375,instrumental,27,noun
बाजा,neutral,0.0,0.0,0.0,baja,27,noun
माप,neutral,0.0,0.038461538461538464,0.9615384615384616,measure,26,noun
अवनद्धवाद्य,neutral,0.0,0.0,1.0,consensus,27,noun
चर्मवाद्य,neutral,0.0,0.0,1.0,chorus,27,noun
घनवाद्य,neutral,0.125,0.09027777777777778,0.7847222222222222,solid,27,noun
तंतुवाद्य,neutral,0.0,0.0,0.0,nymphtry,27,noun
मृदंग,-,0.125,0.4166666666666667,0.4583333333333333,tingling,27,noun
पखवाज,+,0.078125,0.0,0.921875,pilot,27,noun
पखावज,neutral,0.0,0.008333333333333333,0.9916666666666667,packed,27,noun
तबला,neutral,0.0,0.0,1.0,tab,27,noun
पुंगी,neutral,0.0,0.041666666666666664,0.9583333333333334,puddle,27,noun
व्हायोलिन,neutral,0.0,0.0,0.0,vyolin,27,noun
झांज,neutral,0.0,0.0,0.0,zanj,27,noun
सारंगी,neutral,0.0,0.0,0.0,farangy,27,noun
सतार,+,0.125,0.0,0.875,superstar,27,noun
वीणा,neutral,0.0,0.0,1.0,harp,27,noun
शिंग,neutral,0.020833333333333332,0.0,0.9791666666666666,horn,27,noun
तुतारी,neutral,0.0,0.0,1.0,tutor,27,noun
कर्णा,+,0.15,0.05,0.8,ear,27,noun
तंबोरा,neutral,0.0,0.0,0.0,tambora,27,noun
तंबुरा,neutral,0.0,0.0,0.0,tambura,27,noun
तानपुरा,neutral,0.0,0.0,0.0,tanpura,27,noun
कबाब,neutral,0.0,0.0,1.0,kebab,29,noun
डग्गा,neutral,0.0,0.0,0.0,dogga,27,noun
बाह्या,neutral,0.0,0.0,1.0,arms,27,noun
पुडा,neutral,0.0,0.041666666666666664,0.9583333333333334,puddle,27,noun
पूड,neutral,0.0,0.0,1.0,pod,27,noun
नगारा,neutral,0.0,0.0,1.0,cottage,27,noun
ढक्का,neutral,0.041666666666666664,0.0625,0.8958333333333334,lump,27,noun
चोखणी,neutral,0.0,0.0,1.0,pile,150,noun
बोंडी,neutral,0.0,0.0,0.0,bondi,183,noun
बोंडूस,neutral,0.0,0.0,0.0,bondus,183,noun
स्तनाग्र,neutral,0.0,0.0,1.0,nipple,183,noun
अमिबा,neutral,0.0,0.0,0.0,amiba,18,noun
जाड,neutral,0.0673076923076923,0.057692307692307696,0.875,thick,98,adjective
जाडा,neutral,0.0673076923076923,0.057692307692307696,0.875,thick,98,adjective
जाडजूड,neutral,0.0673076923076923,0.057692307692307696,0.875,thick,98,adjective
लठ्ठ,-,0.125,0.3125,0.5625,hungry,98,adjective
स्थूल,neutral,0.1375,0.1625,0.7,gross,98,adjective
एकपेशीय_प्राणी,-,0.0,0.25,0.75,algae,18,noun
एकपेशी_प्राणी,neutral,0.0,0.0,0.0,aloe_,18,noun
एकपेशीमय_प्राणी,-,0.0,0.25,0.75,algae,18,noun
अकशेरु,neutral,0.0,0.0,0.0,aksherru,10,noun
अपृष्ठवंशीय_प्राणी,neutral,0.0,0.0,0.0,rsis,10,noun
गप्पिष्ट,neutral,0.0,0.0,1.0,cinnamon,101,adjective
गपाड्या,+,0.25,0.0375,0.7125,fine,101,adjective
गप्पी,neutral,0.03125,0.0,0.96875,chatter,101,adjective
बाताड्या,neutral,0.0,0.0,1.0,spade,101,adjective
वाम,neutral,0.0,0.0,1.0,va,4,noun
वाम_मासा,neutral,0.0,0.0,0.0,vam_masm,4,noun
पाय,neutral,0.0,0.0,1.0,foot,150,noun
तंगडी,neutral,0.0,0.0,1.0,tangle,150,noun
टांग,neutral,0.006944444444444444,0.013888888888888888,0.9791666666666666,hang,150,noun
अलर्क,neutral,0.0,0.0,0.0,allerk,11,noun
दूध,neutral,0.017857142857142856,0.0,0.9821428571428571,milk,26,noun
क्षीर,neutral,0.0,0.0,1.0,ovarian,26,noun
पय,neutral,0.0,0.0,1.0,sake,26,noun
दुग्ध,neutral,0.0,0.0,1.0,dairy,26,noun
शाकाहारी_प्राणी,-,0.0,0.375,0.625,vegetarian,11,noun
तृणभक्षी_प्राणी,neutral,0.0,0.0,1.0,granular,11,noun
तृणजीवी_प्राणी,neutral,0.0,0.0,0.0,trinamvi_pramani,11,noun
मध्यावधी,neutral,0.0,0.0,1.0,midterm,55,noun
मध्यांतर,+,0.125,0.03125,0.84375,interval,55,noun
शाई,neutral,0.0,0.0,1.0,ink,150,noun
पुडी,+,0.16666666666666666,0.0,0.8333333333333334,cuddle,150,noun
जलकण,neutral,0.0,0.0,1.0,bucket,150,noun
तुषार,neutral,0.0,0.0,1.0,trumpet,150,noun
खवा,neutral,0.0,0.015625,0.984375,duck,29,noun
मावा,neutral,0.0,0.0,0.0,mawa,29,noun
मध्यंतर,-,0.0,0.0625,0.9375,intermediate,55,noun
गुरुद्वारा,neutral,0.0,0.0,0.0,gurudwara,37,noun
गुरुद्वार,neutral,0.0,0.0,0.0,gurdwal,37,noun
गांधी_जयंती,neutral,0.0,0.0,1.0,gandhi,55,noun
स्वातंत्र्यदिन,neutral,0.0,0.0,1.0,independence day,55,noun
प्रजासत्ताकदिन,neutral,0.0,0.0,1.0,republic,55,noun
गणराज्यदिन,neutral,0.0,0.0,1.0,republic day,55,noun
लंगर,neutral,0.0,0.0,0.0,hetering,29,noun
व्यग्रता,+,0.22916666666666666,0.16666666666666666,0.6041666666666666,busy,79,noun
पिठी,neutral,0.0,0.0,1.0,flour,29,noun
रवा,neutral,0.0,0.0,0.0,forn,29,noun
डोसा,neutral,0.0,0.0,0.0,dosa,29,noun
नान,neutral,0.041666666666666664,0.041666666666666664,0.9166666666666666,nun,29,noun
सीताफळ,neutral,0.0,0.0,0.0,seatfal,23,noun
बिस्कीट,neutral,0.0,0.0,1.0,biscuit,29,noun
बिस्कूट,neutral,0.0,0.0,0.0,biskut,29,noun
असमर्थता,-,0.0625,0.1875,0.75,inability,81,noun
अक्षमता,-,0.0,0.75,0.25,disability,81,noun
सामर्थ्यहीनता,-,0.1875,0.75,0.0625,inappropriate,81,noun
ताकद,+,0.1388888888888889,0.027777777777777776,0.8333333333333334,strength,81,noun
समर्थता,+,0.125,0.044642857142857144,0.8303571428571429,supporting,81,noun
स्थिर,neutral,0.08928571428571429,0.07142857142857142,0.8392857142857143,stable,101,adjective
अप्रवाही,neutral,0.0,0.0,1.0,unprecedented,101,adjective
वाहता,neutral,0.027777777777777776,0.027777777777777776,0.9444444444444444,flowing,165,adjective
प्रवाही,neutral,0.027777777777777776,0.027777777777777776,0.9444444444444444,flowing,165,adjective
पोकळ_भाग,+,0.05357142857142857,0.0,0.9464285714285714,span,150,noun
रिक्त_भाग,-,0.0,0.140625,0.859375,blank,150,noun
रिकामा_भाग,+,0.125,0.0,0.875,empty,150,noun
केक,neutral,0.0,0.03125,0.96875,cake,29,noun
देवाचे_मंदिर,neutral,0.0,0.0,0.0,to,37,noun
देवालय,neutral,0.03125,0.0,0.96875,temple,37,noun
देवमंदिर,neutral,0.0,0.0,0.0,dev temple,37,noun
देऊळ,neutral,0.03125,0.0,0.96875,temple,37,noun
मंदिर,neutral,0.03125,0.0,0.96875,temple,37,noun
विष्णूमंदिर,-,0.0,0.375,0.625,vishnu,37,noun
विष्णू_मंदिर,neutral,0.0,0.0,0.0,vishnu_ temple,37,noun
लिंग,neutral,0.08333333333333333,0.0625,0.8541666666666666,sex,27,noun
शिवलिंग,neutral,0.0,0.0,0.0,shivlinga,27,noun
पिंडी,neutral,0.0,0.0,0.0,pandy,27,noun
देवीमंदिर,neutral,0.0,0.0,1.0,devi temple,37,noun
जैन_मंदिर,neutral,0.0,0.0,0.0,jain_ temple,37,noun
अग्यारी,-,0.041666666666666664,0.10416666666666667,0.8541666666666666,fire,37,noun
बौद्ध_मंदिर,neutral,0.0,0.0,0.0,buddhist_,37,noun
बुद्ध_मंदिर,neutral,0.0,0.0,0.0,buddha_,37,noun
गाभारा,neutral,0.0,0.0,1.0,cavity,27,noun
गर्भगृह,-,0.041666666666666664,0.16666666666666666,0.7916666666666666,sanctuary,27,noun
गाभा,neutral,0.03409090909090909,0.0,0.9659090909090909,core,27,noun
करंजी,neutral,0.0,0.0,0.0,karanji,29,noun
पेठा,neutral,0.0,0.0,1.0,pitcher,29,noun
बालूशाही,neutral,0.0,0.0,0.0,balushahi,29,noun
बुद्ध_मूर्ती,-,0.0,0.25,0.75,buddhism,27,noun
बुद्ध_प्रतिमा,-,0.0,0.25,0.75,buddhism,27,noun
मूर्ती,-,0.041666666666666664,0.20833333333333334,0.75,idol,27,noun
प्रतिमा,neutral,0.011363636363636364,0.03409090909090909,0.9545454545454546,images,27,noun
मूर्त,neutral,0.013888888888888888,0.020833333333333332,0.9652777777777778,figure,27,noun
मंच,neutral,0.0,0.0,1.0,forum,27,noun
मंचक,neutral,0.0,0.0,1.0,platform,27,noun
स्टेज,neutral,0.025,0.0,0.975,stage,27,noun
इडली,neutral,0.0,0.0,0.0,idli,29,noun
पाषाण_मूर्ती,neutral,0.0078125,0.0,0.9921875,stone,27,noun
दगडी_मूर्ती,neutral,0.0,0.0,0.0,stone_,27,noun
गूळभात,-,0.0,0.375,0.625,jaggery,27,noun
धातूमूर्ती,neutral,0.0,0.0,1.0,metal,27,noun
धातूची_मूर्ती,neutral,0.0,0.0,1.0,metal,27,noun
रंगमंच,neutral,0.0,0.0,1.0,theater,27,noun
रंगभूमी,neutral,0.0,0.0,1.0,theater,27,noun
शेपटी,neutral,0.0,0.011363636363636364,0.9886363636363636,tail,30,noun
बासमती,neutral,0.0,0.0,0.0,basmati,29,noun
दोरा,neutral,0.0,0.020833333333333332,0.9791666666666666,cord,27,noun
सूत,neutral,0.0,0.0,1.0,yarn,27,noun
धागा,neutral,0.0,0.0,1.0,thread,27,noun
धातू,neutral,0.0,0.0,1.0,metal,28,noun
माती,neutral,0.0,0.0,1.0,clay,28,noun
मृत्तिका,neutral,0.0,0.0,0.0,frism,28,noun
मृदा,-,0.0,0.175,0.825,soil,28,noun
शेपूट,neutral,0.0,0.011363636363636364,0.9886363636363636,tail,30,noun
पुच्छ,neutral,0.0,0.011363636363636364,0.9886363636363636,tail,30,noun
बनावटपणा,-,0.0,0.15,0.85,fabrication,79,noun
मयूरपुच्छ,neutral,0.0,0.0,0.0,peeish,150,noun
शिखंड,+,0.09375,0.03125,0.875,peak,150,noun
कुरवाळणे,neutral,0.0,0.0,0.0,to foolishly,62,noun
गोंजारणे,neutral,0.0,0.0,0.0,to bend,62,noun
तेल,neutral,0.0,0.020833333333333332,0.9791666666666666,oil,176,noun
कच्चा_धातू,neutral,0.0,0.0,0.0,raw_the,28,noun
अशोधित_धातू,-,0.0,0.625,0.375,unprofessional,28,noun
मौल्यवान_धातू,+,0.5,0.1,0.4,precious,31,noun
बहुमूल्य_धातू,+,0.20833333333333334,0.0,0.7916666666666666,valuable,31,noun
मार्गशीर्षी,neutral,0.0,0.0,0.0,margashiri,92,adjective
मार्गशीर्षा,neutral,0.0,0.0,1.0,route,92,adjective
मार्गशिरी,neutral,0.0,0.0,1.0,lane,92,adjective
येशू_ख्रिस्त,neutral,0.0,0.0,1.0,jesus,20,noun
ख्रिस्ती,+,0.125,0.0,0.875,christian,20,noun
ख्रिश्चन,+,0.125,0.0,0.875,christian,20,noun
ईसाविषयक,+,0.21875,0.0625,0.71875,vital,92,adjective
ईसाई,neutral,0.0,0.0,0.0,essai,92,adjective
मसीही,-,0.0,0.125,0.875,masculine,92,adjective
पाद्री,neutral,0.0,0.0,1.0,clergy,20,noun
बटण,neutral,0.0,0.0,1.0,button,27,noun
गुंडी,neutral,0.0,0.0,0.0,gundle,27,noun
कॉलर,neutral,0.0,0.010416666666666666,0.9895833333333334,collar,150,noun
गळपट्टी,neutral,0.0,0.0,1.0,leakage,150,noun
वस्त्र_भाग,neutral,0.0,0.0,1.0,garment,150,noun
पोशाख_भाग,neutral,0.0,0.0,0.0,costume_,150,noun
हात,neutral,0.0703125,0.0234375,0.90625,hand,30,noun
भुज,neutral,0.15,0.15,0.7,hunger,30,noun
बाहू,neutral,0.0,0.0,1.0,arms,30,noun
हस्त,neutral,0.0703125,0.0234375,0.90625,hand,30,noun
कर,neutral,0.0,0.0,1.0,tax,30,noun
पोशाख,-,0.0,0.10416666666666667,0.8958333333333334,costume,27,noun
वस्त्र,neutral,0.0,0.0,1.0,garment,27,noun
कपडे,neutral,0.0,0.0,1.0,garlic,27,noun
जामानिमा,neutral,0.0,0.0,0.0,jamnima,27,noun
परिधान,+,0.35,0.025,0.625,appreciation,27,noun
वेश,neutral,0.0,0.0,1.0,family,27,noun
कपडेपट,+,0.18055555555555555,0.0,0.8194444444444444,fat,27,noun
वेख,-,0.0,0.4375,0.5625,prickly,27,noun
ईश्वरी,+,0.25,0.0375,0.7125,divine,92,adjective
प्रेरणादायक,+,0.625,0.0,0.375,inspirational,101,adjective
किनार,neutral,0.0375,0.0,0.9625,edge,150,noun
कड,-,0.03125,0.375,0.59375,sore,150,noun
काठ,neutral,0.0375,0.0,0.9625,edge,150,noun
किनारी,neutral,0.0,0.0,1.0,shores,150,noun
धर्मप्रवर्तक,+,0.1875,0.0625,0.75,propagandist,20,noun
प्रवर्तक,neutral,0.0,0.0,1.0,promoter,20,noun
टाळी,neutral,0.0,0.0,1.0,deal,62,noun
रांजणवाडी,neutral,0.0,0.0,0.0,rangiwadi,86,noun
अंजिणी,neutral,0.0,0.0,0.0,anjini,86,noun
आंजरली,neutral,0.0,0.0,0.0,angelley,86,noun
प्रद्युम्न,neutral,0.025,0.025,0.95,pardon,173,noun
उल्काश्म,neutral,0.0,0.0,0.0,meteorus,28,noun
सर्वांग,+,0.2916666666666667,0.0,0.7083333333333334,all,30,noun
शारीरिक_बाह्य_अवयव,neutral,0.0,0.0,0.0,physical_,30,noun
शारीरिक_बाह्य_भाग,neutral,0.0,0.0,0.0,physical_bat,30,noun
मनगट,neutral,0.0,0.0,1.0,wrist,30,noun
मणगट,neutral,0.0,0.0,1.0,part,30,noun
कोपर,neutral,0.03571428571428571,0.008928571428571428,0.9553571428571429,corner,150,noun
लिग्नाइट,neutral,0.0,0.0,1.0,lignite,28,noun
तपकिरी_कोळसा,neutral,0.0,0.0,0.0,brown_couple,28,noun
लोणारी_कोळसा,neutral,0.0,0.0,0.0,mesinance,28,noun
दगडी_कोळसा,neutral,0.0078125,0.0,0.9921875,stone,28,noun
चूर्ण,neutral,0.0,0.0,1.0,powder,27,noun
चुरण,neutral,0.125,0.09375,0.78125,crust,27,noun
वैकुंठ_चतुर्दशी,neutral,0.0,0.0,0.0,vaikunth_chaturdashi,55,noun
उल्का,neutral,0.0,0.0,1.0,meteor,28,noun
आकाशगोल,neutral,0.0,0.0,1.0,galaxy,28,noun
आकाशपिंड,neutral,0.0,0.0,0.0,skypind,28,noun
खगोलपिंड,neutral,0.0,0.0,1.0,astronomical,28,noun
उसासा,neutral,0.0,0.0,0.0,cribly,62,noun
सुस्कारा,+,0.0625,0.0,0.9375,faculty,62,noun
पडका,neutral,0.0,0.041666666666666664,0.9583333333333334,papilla,101,adjective
निर्वासित,neutral,0.0,0.0,1.0,refugee,101,adjective
एक-दोन,+,0.18055555555555555,0.09722222222222222,0.7222222222222222,one-two,106,adjective
एखाददुसरा,+,0.18055555555555555,0.09722222222222222,0.7222222222222222,one -half,106,adjective
मानवी,neutral,0.0,0.0,1.0,human,92,adjective
मानवीय,neutral,0.0,0.0,1.0,human,92,adjective
स्थलांतरित,neutral,0.0,0.0,1.0,migrant,92,adjective
स्थानच्युत,neutral,0.0,0.0,1.0,locally,92,adjective
खोटारडा,-,0.09090909090909091,0.5227272727272727,0.38636363636363635,false,101,adjective
ध्वज,neutral,0.0625,0.020833333333333332,0.9166666666666666,flag,27,noun
झेंडा,neutral,0.0625,0.020833333333333332,0.9166666666666666,flag,27,noun
पताका,neutral,0.0,0.0,1.0,pepper,27,noun
ध्वजा,neutral,0.0625,0.020833333333333332,0.9166666666666666,flag,27,noun
निशाण,neutral,0.0,0.0,1.0,target,27,noun
अप्राप्य,neutral,0.0,0.0,1.0,unprecedented,101,adjective
